,index,tournament_type,name,location,date,url,matches_downloaded
605,5,WSA Tour 4,NSC Series No1 (W),"Kuala Lumpur, Malaysia",9 Oct 2011,http://www.squashinfo.com/events/4709-womens-nsc-series-no1-2011,True
606,6,WSA Tour 4,Squash Grupo Pao de Acucar Open (W),"Sao Paulo, Brazil",9 Oct 2011,http://www.squashinfo.com/events/4690-womens-pao-de-acucar-open-2011,True
607,7,WSA Tour 8,Sheikha Al Saad Open (W),"Hawally, Kuwait",9 Oct 2011,http://www.squashinfo.com/events/4695-womens-sheikha-al-saad-open-2011,True
608,8,WSA Gold 60,Delaware Investments US Open (W),"Philadelphia, USA",6 Oct 2011,http://www.squashinfo.com/events/4546-womens-us-open-2011,True
609,9,WSA Silver 20,Alexandria International Open (W),"Alexandria, Egypt",28 Sep 2011,http://www.squashinfo.com/events/4704-womens-alexandria-international-open-2011,True
610,10,WSA Gold 45,Carol Weymuller Open (W),"New York, USA",25 Sep 2011,http://www.squashinfo.com/events/4703-womens-carol-weymuller-open-2011,True
611,11,WSA Tour 8,Southwest Open (W),"Phoenix, Arizona, USA",17 Sep 2011,http://www.squashinfo.com/events/4685-womens-southwest-open-2011,True
612,12,WSA Tour 8,Orange County Open (W),"Irvine, California, USA",11 Sep 2011,http://www.squashinfo.com/events/4681-womens-orange-county-open-2011,True
613,13,WSA Tour 4,Dread Sports Series (W),"Washington DC, USA",4 Sep 2011,http://www.squashinfo.com/events/4664-womens-dread-sports-series-2011,True
614,14,WSA Tour 4,North Coast Open (W),"Coffs Harbour, NSW, Australia",4 Sep 2011,http://www.squashinfo.com/events/4665-womens-north-coast-open-2011,True
615,15,WSA Tour 4,MANTIS Fantasysquash.Net Nottingham Open (W),"Nottingham, England",20 Aug 2011,http://www.squashinfo.com/events/4659-womens-nottingham-open-2011,True
616,16,WSA Gold 60,Viridian Australian Open (W),"Canberra, Australia",14 Aug 2011,http://www.squashinfo.com/events/4623-womens-australian-open-2011,True
617,17,WSA Tour 8,Mohawk Hamptons Open (W),"Southampton, NY, USA",14 Aug 2011,http://www.squashinfo.com/events/4658-womens-hamptons-open-2011,True
618,18,WSA Silver 20,BC Honda Sun & Surf Jericho Open (W),"Vancouver, Canada",7 Aug 2011,http://www.squashinfo.com/events/4653-womens-jericho-open-2011,True
619,19,WSA Tour 4,New South Wales Open (W),"Sydney, Australia",31 Jul 2011,http://www.squashinfo.com/events/4622-womens-new-south-wales-open-2011,True
620,0,WSA Gold 45,CIMB Singapore Masters (W),Singapore,30 Jul 2011,http://www.squashinfo.com/events/4621-womens-singapore-masters-2011,True
621,1,WSA Tour 4,Hitachi Queensland Open (W),"Deagon, Australia",24 Jul 2011,http://www.squashinfo.com/events/4619-womens-queensland-open-2011,True
622,2,WSA Gold 60,CIMB Malaysian Open (W),"Selangor, Malaysia",23 Jul 2011,http://www.squashinfo.com/events/4620-womens-malaysian-open-2011,True
623,3,WSA Tour 4,Tasmanian Open (W),"Hobart, Tasmania, Australia",17 Jul 2011,http://www.squashinfo.com/events/4617-womens-tasmanian-open-2011,True
624,4,WSA Tour 4,Victorian Open (W),"Melbourne, Australia",10 Jul 2011,http://www.squashinfo.com/events/4618-womens-victorian-open-2011,True
625,5,WSA Silver 20,World Tour Des Pyramides Open (W),"Le Port Marly, France",3 Jul 2011,http://www.squashinfo.com/events/4616-womens-des-pyramides-open-2011,True
626,6,WSA Silver 20,Boca Del Rio Veracruz International (W),"Veracruz, Mexico",26 Jun 2011,http://www.squashinfo.com/events/4569-womens-veracruz-international-2011,True
627,7,WSA Tour 4,Le Sport Open (W),"Colwyn Bay, Wales",24 Jun 2011,http://www.squashinfo.com/events/4615-womens-le-sport-open-2011,True
628,8,WSA Tour 4,Chateau Tanunda South Australian Open (W),"Adelaide, Australia",19 Jun 2011,http://www.squashinfo.com/events/4566-womens-south-australian-open-2011,True
629,9,WSA Tour 4,Millicent Open (W),"Millicent, Australia",12 Jun 2011,http://www.squashinfo.com/events/4565-womens-millicent-open-2011,True
630,10,WSA Tour 8,Egyptian Circuit No2 (W),"Alexandria, Egypt",7 Jun 2011,http://www.squashinfo.com/events/4564-womens-egyptian-circuit-no2-2011,True
631,11,WSA Tour 4,Pilatus Cup (W),"Kriens, Switzerland",30 May 2011,http://www.squashinfo.com/events/4558-womens-pilatus-cup-2011,True
632,12,WSA Tour 4,City of Perth International Challenge (W),"Perth, Australia",29 May 2011,http://www.squashinfo.com/events/4557-womens-city-of-perth-international-challenge-2011,True
633,13,WSA Tour 4,Black Knight Open (W),"Perth, Australia",25 May 2011,http://www.squashinfo.com/events/4532-womens-black-knight-open-2011,True
634,14,WSA Tour 4,Torneo Internacional Sporta Open (W),"Guatemala City, Guatemala",22 May 2011,http://www.squashinfo.com/events/4545-womens-internacional-sporta-open-2011,True
635,15,WSA Silver 20,Hurghada International (W),"Hurghada, Egypt",19 May 2011,http://www.squashinfo.com/events/4514-womens-hurghada-international-2011,True
636,16,WSA Tour 4,Alicia Hagedorn Open (W),"Toronto, Canada",12 May 2011,http://www.squashinfo.com/events/4516-womens-alicia-hagedorn-open-2011,True
637,17,WSA Tour 8,Egyptian Circuit No1 (W),"Cairo, Egypt",10 May 2011,http://www.squashinfo.com/events/4515-womens-egyptian-circuit-no1-2011,True
638,18,WSA Tour 8,Racquet Club Invitational (W),"St Louis, Missouri, USA",30 Apr 2011,http://www.squashinfo.com/events/4513-womens-racquet-club-invitational-2011,True
639,19,WSA Tour 4,Paddy 'Whack' Walsh West of Ireland Open (W),"Galway, Ireland",24 Apr 2011,http://www.squashinfo.com/events/4512-womens-west-of-ireland-open-2011,True
640,0,WSA Tour 12,Indian Challenger (W),"Chennai, India",23 Apr 2011,http://www.squashinfo.com/events/4511-womens-indian-challenger-2011,True
641,1,WSA Tour 12,Buler Challenge Cup (W),Hong Kong,17 Apr 2011,http://www.squashinfo.com/events/4499-womens-buler-challenge-cup-2011,True
642,2,WSA Silver 30,Texas Open (W),"Dallas, USA",17 Apr 2011,http://www.squashinfo.com/events/4458-womens-texas-open-2011,True
643,3,WSA Silver 20,Cannon Kirk Homes Irish Open (W),"Dublin, Ireland",16 Apr 2011,http://www.squashinfo.com/events/4456-womens-irish-open-2011,True
644,4,WSA Tour 4,Westerfolds JDP Open (W),"Melbourne, Australia",10 Apr 2011,http://www.squashinfo.com/events/4475-womens-westerfolds-jdp-open-2011,True
645,5,WSA Gold 60,Cedrus Investments Cayman Islands Open (W),"Grand Cayman, Cayman Islands",9 Apr 2011,http://www.squashinfo.com/events/4457-womens-cayman-islands-open-2011,True
646,6,WSA Silver 20,Atwater Cup (W),"Montreal, Canada",2 Apr 2011,http://www.squashinfo.com/events/4251-womens-atwater-cup-2011,True
647,7,WSA Tour 4,ACT Open (W),"Canberra, Australia",27 Mar 2011,http://www.squashinfo.com/events/4460-womens-act-open-2011,True
648,8,WSA Tour 4,Wells & Young Wimbledon Cup (W),"London, England",27 Mar 2011,http://www.squashinfo.com/events/4474-womens-wimbledon-cup-2011,True
649,9,WSA Gold 45,CIMB KL Open (W),"Kuala Lumpur, Malaysia",20 Mar 2011,http://www.squashinfo.com/events/4455-womens-kl-open-2011,True
650,10,WSA Tour 4,Swiss Open (W),"Geneva, Switzerland",20 Mar 2011,http://www.squashinfo.com/events/4459-womens-swiss-open-2011,True
651,11,WSA Tour 4,WISPA Vendee Open (W),"La Roche-sur-Yon, France",5 Mar 2011,http://www.squashinfo.com/events/4454-womens-vendee-open-2011,True
652,12,WSA Tour 8,Meadowood Pharmacy Winnipeg Winter Club Open (W),"Winnipeg, Canada",27 Feb 2011,http://www.squashinfo.com/events/4327-womens-winnipeg-winter-club-open-2011,True
653,13,WSA Tour 4,International WISPA Persian Gulf Championship (W),"Kish Island, Iran",11 Feb 2011,http://www.squashinfo.com/events/4326-womens-persian-gulf-championship-2011,True
654,14,WSA Tour 8,Brit Insurance Metrosquash Windy City Open (W),"Chicago, USA",7 Feb 2011,http://www.squashinfo.com/events/4398-womens-windy-city-open-2011,True
655,15,WSA Tour 4,Delaware Open (W),"Wilmington, Delaware, USA",6 Feb 2011,http://www.squashinfo.com/events/4397-womens-delaware-open-2011,True
656,16,WSA Gold 45,WISPA Cleveland Classic (W),"Cleveland, Ohio, USA",2 Feb 2011,http://www.squashinfo.com/events/4380-womens-cleveland-classic-2011,True
657,17,WSA Tour 4,Artemis Edinburgh Open (W),"Edinburgh, Scotland",30 Jan 2011,http://www.squashinfo.com/events/4391-womens-edinburgh-open-2011,True
658,18,WSA Tour 4,Australia Day Challenge (W),"Brisbane, Australia",23 Jan 2011,http://www.squashinfo.com/events/4393-womens-australia-day-challenge-2011,True
659,19,WSA Silver 30,Harrow Greenwich Open (W),"Greenwich, CT, USA",23 Jan 2011,http://www.squashinfo.com/events/4389-womens-greenwich-open-2011,True
660,0,WSA Tour 4,Liberty Bell Open (W),"Berwyn, PA, USA",16 Jan 2011,http://www.squashinfo.com/events/4388-womens-liberty-bell-open-2011,True
661,1,WSA Tour 4,Squash Hillegom Flowerbulb Open (W),"Hillegom, Netherlands",19 Dec 2010,http://www.squashinfo.com/events/4325-womens-flowerbulb-open-2010,True
662,2,WSA Silver 30,Punj Lloyd WISPA Masters (W),"New Delhi, India",19 Dec 2010,http://www.squashinfo.com/events/4250-womens-wispa-masters-2010,True
663,3,WSA Silver 20,Sharm El Sheikh Open (W),"Sharm El Sheikh, Egypt",17 Dec 2010,http://www.squashinfo.com/events/4098-womens-sharm-el-sheikh-open-2010,True
664,4,WSA Silver 20,Seoul Open (W),"Seoul, Republic of Korea",11 Dec 2010,http://www.squashinfo.com/events/4324-womens-seoul-open-2010,True
665,5,WSA Tour 4,OAA Greek Open (W),"Athens, Greece",1 Dec 2010,http://www.squashinfo.com/events/4323-womens-greek-open-2010,True
666,6,WSA Tour 8,Coronation London Open (W),"London, England",27 Nov 2010,http://www.squashinfo.com/events/4097-womens-london-open-2010,True
667,7,WSA Silver 20,Dutch Open (W),"Rotterdam, Netherlands",21 Nov 2010,http://www.squashinfo.com/events/4252-womens-dutch-open-2010,True
668,8,WSA Tour 4,Mackay Open (W),"Mackay, Queensland, Australia",21 Nov 2010,http://www.squashinfo.com/events/4298-womens-mackay-open-2010,True
669,9,WSA Tour 4,Santiago Open (W),"Santiago de Compostela, Spain",20 Nov 2010,http://www.squashinfo.com/events/4297-womens-santiago-open-2010,True
670,10,WSA Tour 4,Caboolture Open (W),"Caboolture, Australia",14 Nov 2010,http://www.squashinfo.com/events/4296-womens-caboolture-open-2010,True
671,11,WSA Tour 8,Nepal Open (W),"Kathmandu, Nepal",14 Nov 2010,http://www.squashinfo.com/events/4295-womens-nepal-open-2010,True
672,12,WSA Gold 60,Qatar Classic (W),"Doha, Qatar",12 Nov 2010,http://www.squashinfo.com/events/4244-womens-qatar-classic-2010,True
673,13,WSA Silver 30,Carol Weymuller Open (W),"New York, USA",31 Oct 2010,http://www.squashinfo.com/events/4253-womens-carol-weymuller-open-2010,True
674,14,WSA Tour 12,Crocodile Challenge Cup (W),Hong Kong,31 Oct 2010,http://www.squashinfo.com/events/4294-womens-crocodile-challenge-cup-2010,True
675,15,WSA Silver 20,Monte Carlo Classic (W),"Monte Carlo, Monaco",29 Oct 2010,http://www.squashinfo.com/events/4254-womens-monte-carlo-classic-2010,True
676,16,WSA Tour 8,Sheikha Sheikha Saad Al Sabah International (W),"Hawally, Kuwait",24 Oct 2010,http://www.squashinfo.com/events/4284-womens-al-sabah-international-2010,True
677,17,WSA Tour 4,Savcor Finnish Open (W),"Mikkeli, Finland",24 Oct 2010,http://www.squashinfo.com/events/4283-womens-finnish-open-2010,True
678,18,WSA Gold 45,Torneo International Bicentenario Mexico (W),"Toluca, Mexico",24 Oct 2010,http://www.squashinfo.com/events/4293-womens-torneo-international-bicentenario-mexico-2010,True
679,19,WSA Tour 4,Ecuador Open (W),"Quito, Ecuador",17 Oct 2010,http://www.squashinfo.com/events/4286-womens-ecuador-open-2010,True
680,0,WSA Tour 8,Lopes Royal Open (W),"Brasilia, Brazil",11 Oct 2010,http://www.squashinfo.com/events/4285-womens-lopes-royal-open-2010,True
681,1,WSA Silver 30,METROsquash US Open (W),"Chicago, USA",2 Oct 2010,http://www.squashinfo.com/events/4096-womens-us-open-2010,True
682,2,WSA Tour 8,Chairman's Cup (W),"Hong Kong, Hong Kong",29 Sep 2010,http://www.squashinfo.com/events/4280-womens-chairmans-cup-2010,True
683,3,WSA Tour 4,Pro Squash in Japan Kansai (W),"Wakayama, Japan",26 Sep 2010,http://www.squashinfo.com/events/4248-womens-pro-squash-in-japan-2010,True
684,4,WSA Tour 4,Southwest Open (W),"Phoenix, Arizona, USA",26 Sep 2010,http://www.squashinfo.com/events/4092-womens-southwest-open-2010,True
685,5,WSA World Open / Grand Slam,Soho Square World Open (W),"Sharm El Sheikh, Egypt",22 Sep 2010,http://www.squashinfo.com/events/3946-womens-world-open-2010,True
686,6,WSA Tour 8,Bailian Youyicheng Shopping Mall & Yangzu Store China Open (W),"Shanghai, China",18 Sep 2010,http://www.squashinfo.com/events/4243-womens-china-open-2010,True
687,7,WSA Silver 20,El-Kersh Heliopolis Open (W),"Cairo, Egypt",14 Sep 2010,http://www.squashinfo.com/events/4249-womens-heliopolis-open-2010,True
